CSI_DATA,6330,22:41:8a:71:1f:e0,-80,11,1,1,0,1,1,0,0,0,0,-97,0,11,0,135938795,0,83,0,128,0,"[0,0,-16,-5,-15,-6,-11,-7,-8,-8,-6,-10,-6,-10,-7,-12,-8,-14,-8,-16,-10,-17,-11,-17,-13,-16,-15,-15,-15,-13,-14,-11,-12,-10,-10,-9,-8,-7,-4,-7,0,-7,3,-8,5,-10,7,-12,8,-15,9,-17,10,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5,-4,2,-7,-1,-10,-2,-12,-3,-15,-3,-19,-3,-21,-2,-22,-2,-22,0,-22,2,-20,3,-18,3,-15,3,-15,2,-13,1,-12,-2,-11,-4,-11,-4,-12,-6,-13,-7,-15,-7,-17,-7,-18,-7,-17,-6,-16,-6]"

CSI_DATA,6331,22:41:8a:71:1f:e0,-80,11,1,1,0,1,1,0,0,0,0,-97,0,11,0,135939096,0,83,0,128,0,"[0,0,-11,9,-12,8,-12,5,-11,3,-13,1,-15,-1,-17,-2,-19,-3,-20,-2,-21,-1,-23,1,-24,2,-23,3,-22,3,-19,4,-17,4,-14,4,-11,2,-9,-2,-7,-5,-6,-8,-5,-11,-5,-14,-5,-18,-6,-19,-8,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,1,1,-2,5,-4,8,-6,12,-7,15,-9,17,-10,19,-9,21,-8,22,-7,22,-6,21,-5,20,-5,17,-6,15,-5,13,-5,11,-8,10,-11,9,-13,9,-15,10,-16,10,-16,11,-17,12,-16,13,-16,14]"

CSI_DATA,6332,22:41:8a:71:1f:e0,-88,11,1,1,0,1,1,0,0,0,0,-97,0,11,0,135942200,0,83,0,128,0,"[0,0,-7,-1,-8,-1,-8,-1,-9,0,-10,1,-10,2,-11,3,-10,4,-11,4,-10,5,-10,5,-10,6,-11,7,-11,7,-12,7,-12,8,-13,8,-13,8,-14,9,-14,9,-15,9,-15,8,-16,8,-16,7,-16,7,-17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-23,5,-21,5,-20,6,-19,6,-18,6,-17,6,-16,6,-14,5,-12,5,-11,4,-11,3,-10,1,-9,0,-8,0,-8,-2,-7,-2,-6,-3,-6,-4,-6,-5,-5,-6,-4,-6,-4,-6,-3,-8,-3,-8,-3,-8,-3]"

CSI_DATA,6333,22:41:8a:71:1f:e0,-87,11,1,1,0,1,1,0,0,0,0,-97,0,11,0,135942955,0,83,0,128,0,"[0,0,-2,5,-2,6,-2,6,-2,7,-2,7,-1,8,-1,8,0,8,0,9,0,9,0,9,1,10,1,11,1,11,2,11,2,11,1,11,1,11,1,11,1,11,1,12,1,12,0,12,-1,13,-1,13,-1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,-4,-17,-5,-16,-5,-16,-5,-15,-5,-14,-5,-14,-5,-12,-5,-11,-4,-11,-4,-10,-3,-9,-3,-9,-3,-8,-2,-8,-2,-7,-1,-7,0,-6,1,-5,1,-5,2,-5,2,-4,3,-4,4,-4,4,-3,5,-3,5]"

CSI_DATA,6334,22:41:8a:71:1f:e0,-80,11,1,0,0,1,1,0,0,0,0,-97,0,11,0,135943355,0,83,0,128,0,"[0,0,15,0,14,-1,13,-1,13,-1,13,-1,13,-1,13,-1,13,-1,13,-2,13,-2,13,-2,12,-2,12,-3,12,-3,12,-3,13,-3,13,-3,13,-3,13,-3,12,-2,12,-1,11,-1,11,-1,11,-1,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,14,1,13,2,13,3,12,2,12,2,13,2,13,3,14,3,13,4,12,4,11,3,12,3,12,3,12,3,12,2,12,1,12,1,12,1,13,1,13,0,12,0,12,0,13,1,15,-1]"

